ASN,Name,RPKI,Total,%
AS45377,제주특별자치도교육청,0,4,0.0
AS45389,전북특별자치도교육청미래교육연구원,0,4,0.0
AS45979,(주)케이비데이타시스템,0,4,0.0
AS45984,동남권원자력의학원,0,4,0.0
AS46002,(주)평화이즈,0,4,0.0
AS55587,주식회사 지오레이넷,0,4,0.0
AS55629,주식회사 티몬,0,4,0.0
AS10161,농림축산검역본부,0,4,0.0
AS9685,한국농업기술진흥원,0,4,0.0
AS9491,(주)나이스홀딩스(지식산업센터),0,4,0.0
AS45971,사단법인 금융보안원,0,4,0.0
AS45972,한국국토정보공사,0,4,0.0
AS45384,한국무역보험공사,0,4,0.0
AS38708,한국수출입은행,0,4,0.0
AS38674,노스런던컬리지에잇스쿨제주,0,4,0.0
AS38696,한국뇌연구원,0,4,0.0
AS38663,나이스평가정보주식회사,0,4,0.0
AS9688,(주)엘지유플러스,0,4,0.0
AS46000,케이비손해보험(주),0,4,0.0
AS38434,주식회사 폴라리스오피스,0,4,0.0
AS45986,한국인터넷진흥원,0,4,0.0
AS17605,주식회사 케이티앤지,0,4,0.0
AS17580,국민연금공단(본점),0,4,0.0
AS9683,서울시설공단,0,4,0.0
AS23594,와이케이케이한국 (주),0,4,0.0
AS45964,에드워드코리아(주),0,4,0.0
AS131802,농협생명,0,4,0.0
AS131810,(주)국민은행,0,4,0.0
AS55608,주식회사 케이비라이프생명보험,0,4,0.0
AS10064,(주)엑스퍼넷,0,4,0.0
AS131864,한화손해보험(주),0,4,0.0
AS131862,농협손해보험주식회사,0,4,0.0
AS152226,(주)파라다이스,0,4,0.0
AS152232,(주)케이티클라우드,0,4,0.0
AS9273,주식회사 아이티센엔텍,0,3,0.0
AS9493,현대차증권주식회사,0,3,0.0
AS9525,디비증권 주식회사,0,3,0.0
AS9687,한국과학기술원,0,3,0.0
AS9699,(주)한국스탠다드차타드은행,0,3,0.0
AS9707,한국고용정보원,0,3,0.0
AS9754,조선대학교,0,3,0.0
AS10172,(주) 교보문고,0,3,0.0
AS10173,주식회사 케이에스넷,0,3,0.0
AS17603,국립금오공과대학교,0,3,0.0
AS17835,한화투자증권주식회사,0,3,0.0
AS17876,주식회사 안랩,1,3,0.3333333333333333
AS9629,현대카드주식회사,0,3,0.0
AS9633,수도권매립지관리공사,0,3,0.0
AS23568,경륜경정총괄본부,0,3,0.0
AS23573,오씨아이정보통신(주),0,3,0.0
AS10192,키움증권(주),0,3,0.0
AS23983,대전대학교,0,3,0.0
AS23971,추계예술대학교,0,3,0.0
AS9846,한국결제네트웍스 유한회사,0,3,0.0
AS23972,하나펀드서비스(주),0,3,0.0
AS38420,비씨카드,0,3,0.0
AS38429,보령제약(주),0,3,0.0
AS10043,과학기술정보통신부,0,3,0.0
AS17582,한국투자공사,0,3,0.0
AS38705,한국데이타,0,3,0.0
AS45381,서울주택도시공사,0,3,0.0
AS45404,신한라이프생명보험 주식회사,0,3,0.0
AS45407,동원산업(주),0,3,0.0
AS45987,동화기업(주),0,3,0.0
AS46010,삼정데이타서비스(주),0,3,0.0
AS10180,덕성여자대학교,0,3,0.0
AS9276,제이티친애저축은행 주식회사,0,3,0.0
AS9454,사단법인 워치타워성서책자협회,2,3,0.6666666666666666
AS10193,주식회사 부산은행,0,3,0.0
AS9972,주식회사 아이엔티매니지먼트,0,3,0.0
AS17604,주식회사 케이아이엔엑스,0,3,0.0
AS18299,(주)비엔케이투자증권,0,3,0.0
AS45368,(주)경남은행,0,3,0.0
AS24027,진주교육대학교,0,3,0.0
AS9758,에이비클,0,3,0.0
AS45977,캐논코리아(주),0,3,0.0
AS23558,한전원자력연료(주),0,3,0.0
AS38682,국립환경과학원,0,3,0.0
AS55599,남양유업,0,3,0.0
AS9574,사립학교교직원연금공단,0,3,0.0
AS131100,한국인터넷진흥원,0,3,0.0
AS17611,한국주택금융공사,0,3,0.0
AS17855,(주)한네트,0,3,0.0
AS9969,한국전통문화대학교,0,3,0.0
AS131101,비엔케이시스템,0,3,0.0
AS131792,(주)대구은행,0,3,0.0
AS131823,축산물품질평가원,0,3,0.0
AS131095,한화생명금융서비스(주),0,3,0.0
AS38698,주식회사 유베이스,0,3,0.0
AS131829,에스비아이저축은행,0,3,0.0
AS38709,나이스페이먼츠(주),0,3,0.0
AS131856,연세대학교원주세브란스기독병원,0,3,0.0
AS131883,서울대학교 그린바이오과학기술연구원,0,3,0.0
AS131841,(주)풀무원,0,3,0.0
AS131844,농협손해보험주식회사,0,3,0.0
AS152213,모그소프트 유한회사,2,3,0.6666666666666666
AS152205,주식회사 아이모비,0,3,0.0
AS152227,한국에너지공과대학교,0,3,0.0
AS152228,주식회사 우아한형제들,0,3,0.0
AS152230,주식회사 우아한형제들,0,3,0.0
AS9490,오스카엔터프라이즈,0,2,0.0
AS9579,신영증권,0,2,0.0
AS9702,주식회사 신한은행,0,2,0.0
AS9711,재단법인 경기도교육연구원,0,2,0.0
AS9866,신한카드 주식회사,0,2,0.0
AS10046,호원대학교,0,2,0.0
AS10061,금융감독원,0,2,0.0
AS10070,한국표준과학연구원,0,2,0.0
AS10168,(주)한국스탠다드차타드은행,0,2,0.0
AS10184,새마을금고중앙회,0,2,0.0
AS7627,(주)에스비에스,0,2,0.0
AS17576,재단법인 한국연구재단,0,2,0.0
AS17585,조달청,0,2,0.0
AS17588,(주)대구은행,0,2,0.0
AS17591,재단법인 한국연구재단,0,2,0.0
AS17601,신용보증기금,0,2,0.0
AS17846,에스케이브로드밴드주식회사,0,2,0.0
AS17848,주식회사 아이네임즈,0,2,0.0
AS17866,한국과학기술연구원,0,2,0.0
AS17867,(사)한국금융연수원,0,2,0.0
AS17874,국민연금공단,0,2,0.0
AS18301,아이링크코리아(주),0,2,0.0
AS10198,부산가톨릭대학교,0,2,0.0
AS18320,광주교육대학교,0,2,0.0
AS10040,나이스정보통신(주),0,2,0.0
AS9863,하나손해보험 주식회사,0,2,0.0
AS9632,서울우유협동조합,0,2,0.0
AS9783,한국도로교통공단,0,2,0.0
AS9948,한국전자금융(주),0,2,0.0
AS23562,부산시설공단,0,2,0.0
AS38126,서울평가정보 주식회사,0,2,0.0
AS10177,푸본현대생명보험 주식회사,0,2,0.0
AS9760,주식회사 케이티,0,2,0.0
AS18175,한전케이피에스(주),0,2,0.0
AS38433,한국펀드파트너스 주식회사,0,2,0.0
AS38668,건국대학교병원,0,2,0.0
AS38683,중앙선거관리위원회,0,2,0.0
AS45362,트러스톤자산운용(주),0,2,0.0
AS45364,(주)와이티엔,0,2,0.0
AS45375,한화손해보험(주),0,2,0.0
AS10048,아이링크코리아(주),0,2,0.0
AS45391,에이아이지손해보험 주식회사,0,2,0.0
AS45392,코레일유통주식회사,0,2,0.0
AS45406,아주큐엠에스 주식회사,0,2,0.0
AS45408,(재)한국장학재단,0,2,0.0
AS45992,건설공제조합,0,2,0.0
AS45993,네오트랜스주식회사,0,2,0.0
AS55605,대원제약,0,2,0.0
AS55606,한화오션(주),0,2,0.0
AS55610,한국정보통신진흥협회,0,2,0.0
AS55613,한국부동산원,0,2,0.0
AS17578,제주한라대학교,0,2,0.0
AS7626,법원행정처 (가족업무),0,2,0.0
AS9841,한국금융투자협회,0,2,0.0
AS9966,대구텍 유한책임회사,0,2,0.0
AS9945,여의도순복음교회,0,2,0.0
AS4666,삼성전자(주),0,2,0.0
AS9529,현대캐피탈주식회사,0,2,0.0
AS17836,아이비케이투자증권,0,2,0.0
AS38419,교보라이프플래닛생명보험(주),0,2,0.0
AS17843,삼육대학교,0,2,0.0
AS9631,영산대학교,0,2,0.0
AS18169,엠이엠씨코리아(주),0,2,0.0
AS38119,주식회사 위드시스템즈,0,2,0.0
AS38699,에프앤유신용정보 주식회사,0,2,0.0
AS38665,(주)케이씨티시,0,2,0.0
AS18307,주식회사 에스알,0,2,0.0
AS45968,코나아이주식회사,0,2,0.0
AS45973,대한무역투자진흥공사,0,2,0.0
AS45402,삼성생명서비스손해사정주식회사,0,2,0.0
AS45988,신용보증기금,0,2,0.0
AS55623,보험개발원,0,2,0.0
AS55594,(주)국민은행,0,2,0.0
AS45380,군인공제회씨엔씨,0,2,0.0
AS131098,한국인터넷진흥원,0,2,0.0
AS131099,한국인터넷진흥원,0,2,0.0
AS45409,케이비캐피탈 주식회사,0,2,0.0
AS45981,삼성에스디에스(주),0,2,0.0
AS18327,서울특별시교육청교육연구정보원,0,2,0.0
AS131798,상상네트웍스(주),0,2,0.0
AS131794,교보악사자산운용(주),0,2,0.0
AS131812,주식회사 휴맥스네트웍스,0,2,0.0
AS131799,근로복지공단,0,2,0.0
AS131824,오케이데이터시스템,0,2,0.0
AS131826,(주)에치와이,0,2,0.0
AS131818,연합인포맥스,0,2,0.0
AS131832,에이치디현대인프라코어 주식회사,0,2,0.0
AS131872,정보통신기획평가원,0,2,0.0
AS131852,유진투자선물,0,2,0.0
AS131885,국가과학기술연구회,0,2,0.0
AS131842,대통령비서실,0,2,0.0
AS131860,농협손해보험주식회사,0,2,0.0
AS131846,경기도소방재난본부,0,2,0.0
AS131807,엔에이치농협캐피탈,0,2,0.0
AS152197,부산항만공사,0,2,0.0
AS152210,효성ITX,0,2,0.0
AS152218,하나캐피탈,0,2,0.0
AS152223,에어인천(주),0,2,0.0
AS152229,쿠팡주식회사,0,2,0.0
AS9317,인하대학교,0,1,0.0
AS9645,넥스트증권 주식회사,0,1,0.0
AS9779,엔에이치선물 주식회사,0,1,0.0
AS9780,인제대학교,0,1,0.0
AS9953,현대건설(주),0,1,0.0
AS9968,교보생명보험(주),0,1,0.0
AS10163,주식회사 한국네트웍스,0,1,0.0
AS10170,한국은행,0,1,0.0
AS7622,한국과학기술원,0,1,0.0
AS17840,한국전자인증주식회사,0,1,0.0
AS18303,주식회사스마트로,0,1,0.0
AS18309,(주)코밴,0,1,0.0
AS18312,한국자산관리공사,0,1,0.0
AS3748,한국전자통신연구원,0,1,0.0
AS9855,새마을금고중앙회,0,1,0.0
AS9960,(주)대구은행,0,1,0.0
AS10194,두산에너빌리티(주),0,1,0.0
AS17847,금융감독원,0,1,0.0
AS4660,한솔피엔에스주식회사 아이티서비스부문,0,1,0.0
AS17875,주식회사 이씨뱅크,0,1,0.0
AS23980,영남대학교,0,1,0.0
AS4753,(주)엘지유플러스,0,1,0.0
AS38421,미래에셋자산운용(주),0,1,0.0
AS38664,울산광역시교육연구정보원,0,1,0.0
AS38672,주택관리공단 주식회사,0,1,0.0
AS38677,에스엠하이플러스 주식회사,0,1,0.0
AS45394,(재)한국교육학술정보원,0,1,0.0
AS45397,한국사학진흥재단,0,1,0.0
AS45963,한국원자력의학원,0,1,0.0
AS45998,국립중앙의료원,0,1,0.0
AS45999,한국교통안전공단,0,1,0.0
AS55585,케이프투자증권,0,1,0.0
AS55588,산림조합중앙회IT전략부,0,1,0.0
AS55596,(의료)길의료재단,0,1,0.0
AS55597,국립암센터,0,1,0.0
AS55598,한국환경산업기술원,0,1,0.0
AS55603,한국인터넷진흥원,0,1,0.0
AS55614,(주)다날,0,1,0.0
AS55633,분당제생병원,0,1,0.0
AS9951,한국암웨이(주),0,1,0.0
AS23569,서정대학교,0,1,0.0
AS17568,에이캐피탈 주식회사,0,1,0.0
AS38102,법원행정처 (가족업무),0,1,0.0
AS2563,서울기독대학교,0,1,0.0
AS45978,KIS정보통신주식회사,0,1,0.0
AS23586,한국대학교육협의회,0,1,0.0
AS23571,강원특별자치도교육청,0,1,0.0
AS38128,경기주택도시공사,0,1,0.0
AS55630,주식회사 케이에스넷,0,1,0.0
AS55584,한국전력거래소,0,1,0.0
AS17610,(주)엘지유플러스,0,1,0.0
AS18339,대원제약,0,1,0.0
AS17571,엔씨소프트,0,1,0.0
AS17612,린나이코리아(주),0,1,0.0
AS38425,세종네트웍스 주식회사,0,1,0.0
AS45360,쌍용씨앤이(주),0,1,0.0
AS23591,엘에스아이티씨 주식회사,0,1,0.0
AS131097,한국장애인고용공단,0,1,0.0
AS131809,한국신용정보원,0,1,0.0
AS131811,(주)국민은행,0,1,0.0
AS131834,법무법인 (유한) 광장,0,1,0.0
AS131827,제주은행,0,1,0.0
AS131836,한화손해보험(주),0,1,0.0
AS131848,유한양행,0,1,0.0
AS131838,엘에스증권 주식회사,0,1,0.0
AS131881,국립중앙의료원,0,1,0.0
AS131887,(주)이카운트,1,1,1.0
AS131869,과학기술연합대학원대학교,0,1,0.0
AS131879,티디씨엑스코리아,0,1,0.0
AS131821,한국투자리얼에셋운용,0,1,0.0
AS131858,카카오페이손해보험,0,1,0.0
AS131868,서울에너지공사,0,1,0.0
AS131861,한성자동차(주),0,1,0.0
AS131845,한국투자밸류자산운용(주),0,1,0.0
AS131843,한국투자신탁운용,0,1,0.0
AS131808,한국서부발전,0,1,0.0
AS131880,신용보증재단중앙회,0,1,0.0
AS131878,현대카드주식회사,0,1,0.0
AS131890,주식회사 티머니,0,1,0.0
AS152203,한국남동발전,0,1,0.0
AS152211,토스증권 주식회사,0,1,0.0
AS152215,보험개발원,0,1,0.0
AS152216,보험개발원,0,1,0.0
AS152220,한화자산운용,0,1,0.0
AS152221,연합뉴스TV,0,1,0.0
AS152224,현대커머셜주식회사,0,1,0.0
